SCORE 0 SVM	SCORE 1 SVM	SCORE 0 KNN	SCORE 1 KNN	SCORE 0 NB	SCORE 1 NB	SCORE 0 DT	SCORE 1 DT	SCORE 0 MLP	SCORE 1 MLP
0.6476793248945147	0.6825095057034221	0.6346153846153846	0.6785714285714286	0.6247240618101545	0.6892138939670933	0.6473629782833507	0.669893514036786	0.6351648351648352	0.6954128440366973
0.6591639871382637	0.7019681349578257	0.6399999999999999	0.690232558139535	0.6348314606741573	0.7072072072072072	0.6596528143082588	0.6917579799904716	0.6490066225165564	0.7093235831809872
0.6512651265126513	0.7094408799266728	0.6359277019549981	0.6999087868653086	0.6276472853292261	0.7158389656185719	0.6526772793053546	0.7033374536464772	0.6433145009416196	0.7168908819133034
0.6563011456628477	0.7092754960775265	0.6464148877941982	0.7027151403589508	0.6352739726027397	0.7157473309608541	0.6576746695441057	0.7044025157232704	0.6483300589390961	0.7176019833220644
0.6585841091145269	0.7069317970637429	0.648813411713477	0.7016830035139634	0.6325602546612096	0.7115315958586219	0.6601069518716577	0.7015962441314554	0.6494891159484673	0.7129865405602036
0.6610714285714285	0.7034375	0.6495234670023377	0.6973132473986643	0.6356123215627347	0.7094068304373876	0.662090813093981	0.6961063627730294	0.6511371973587673	0.709529627367135
0.6639181554435792	0.7046034089383976	0.652120467117394	0.6978109983982916	0.6384417256922087	0.71160760143811	0.6660655244965435	0.697522461203376	0.6561277195179214	0.711338851662068
0.6655089500400748	0.7058961710124501	0.6514886164623468	0.6983793867319575	0.6403496404906246	0.7135960480520939	0.6682427107959023	0.6987836870975436	0.6558593213353483	0.7127622979016168
0.6667458150302742	0.7069019525947584	0.6512183468705208	0.6967179061071873	0.6428035043804756	0.7148851148851149	0.6689212827988339	0.6987798408488064	0.6568148510014656	0.7136159804321239
0.6660964396450336	0.7066779374471682	0.6517578754972583	0.6972614263015235	0.6416413031225342	0.7143498966663672	0.6678578936304393	0.6986458134655731	0.6564767978887178	0.7135521731157161
